"","X","School","State","School.Type","Total.Disbursements","Year"
"12896",7365,"WICHITA AREA TECHNICAL COLLEGE - MAIN CAMPUS                          ","KS","PUBLIC",6010052.12,1213
"12897",7366,"MCPHERSON COLLEGE                                                     ","KS","PRIVATE-NONPROFIT",1203714,1213
"12898",7367,"FORT HAYS STATE UNIVERSITY                                            ","KS","PUBLIC",13086805,1213
"12899",7368,"HIGHLAND COMMUNITY COLLEGE                                            ","KS","PUBLIC",3617643.63,1213
"12900",7369,"SALINA AREA TECHNICAL COLLEGE                                         ","KS","PUBLIC",631084,1213
"12901",7370,"KANSAS STATE UNIVERSITY                                               ","KS","PUBLIC",20108573.82,1213
"12902",7371,"NEOSHO COUNTY COMMUNITY COLLEGE                                       ","KS","PUBLIC",3206917,1213
"12903",7372,"KANSAS CITY KANSAS COMMUNITY COLLEGE                                  ","KS","PUBLIC",12925805.79,1213
"12904",7373,"STERLING COLLEGE                                                      ","KS","PRIVATE-NONPROFIT",1112022.34,1213
"12905",7374,"PAUL MITCHELL THE SCHOOL - OVERLAND PARK                              ","KS","PROPRIETARY",329862.58,1213
"12906",7375,"ALLEN COUNTY COMMUNITY COLLEGE                                        ","KS","PUBLIC",4386904.54,1213
"12907",7376,"BENEDICTINE COLLEGE                                                   ","KS","PRIVATE-NONPROFIT",1813674,1213
"12908",7377,"FT SCOTT COMMUNITY COLLEGE                                            ","KS","PUBLIC",3816003.63,1213
"12909",7378,"DONNELLY COLLEGE                                                      ","KS","PRIVATE-NONPROFIT",1138374,1213
"12910",7379,"WICHITA TECHNICAL INSTITUTE                                           ","KS","PROPRIETARY",6560832,1213
"12911",7380,"COFFEYVILLE COMMUNITY COLLEGE                                         ","KS","PUBLIC",2509650,1213
"12912",7381,"MARINELLO SCHOOL OF BEAUTY                                            ","KS","PROPRIETARY",1284872,1213
"12913",7382,"LABETTE COMMUNITY COLLEGE                                             ","KS","PUBLIC",2348698,1213
"12914",7383,"DODGE CITY COMMUNITY COLLEGE                                          ","KS","PUBLIC",2798100,1213
"12915",7384,"GRANTHAM UNIVERSITY                                                   ","KS","PROPRIETARY",14217775,1213
"12916",7385,"CLEVELAND UNIVERSITY-KANSAS CITY                                      ","KS","PRIVATE-NONPROFIT",147044,1213
"12917",7386,"Z HAIR ACADEMY                                                        ","KS","PROPRIETARY",126947,1213
"12918",7387,"BARCLAY COLLEGE                                                       ","KS","PRIVATE-NONPROFIT",651660.5,1213
"12919",7388,"MITSU SATO HAIR ACADEMY                                               ","KS","PROPRIETARY",98372,1213
"12920",7389,"NORTH CENTRAL KANSAS TECHNICAL COLLEGE                                ","KS","PUBLIC",1527973.46,1213
"12921",7390,"MANHATTAN AREA TECHNICAL COLLEGE                                      ","KS","PUBLIC",1519442,1213
"12922",7391,"MIDAMERICA NAZARENE UNIVERSITY                                        ","KS","PRIVATE-NONPROFIT",2412265,1213
"12923",7392,"OTTAWA UNIVERSITY                                                     ","KS","PRIVATE-NONPROFIT",3771724,1213
"12924",7393,"XENON INTERNATIONAL ACADEMY IV                                        ","KS","PROPRIETARY",184053.21,1213
"12925",7394,"ERIC FISHER ACADEMY                                                   ","KS","PROPRIETARY",567781,1213
"12926",7395,"COLBY COMMUNITY COLLEGE                                               ","KS","PUBLIC",1752416,1213
"12927",7396,"CENTRAL CHRISTIAN COLLEGE OF KANSAS                                   ","KS","PRIVATE-NONPROFIT",1748413,1213
"12928",7397,"PITTSBURG STATE UNIVERSITY                                            ","KS","PUBLIC",10682530.72,1213
"12929",7398,"COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOOL    ","KS","PUBLIC",9006940.61,1213
"12930",7399,"BUTLER COUNTY COMMUNITY COLLEGE                                       ","KS","PUBLIC",13476059,1213
"12931",7400,"LABARON HAIRDRESSING ACADEMY                                          ","KS","PROPRIETARY",72841,1213
"12932",7401,"HESSTON COLLEGE                                                       ","KS","PRIVATE-NONPROFIT",713448,1213
"12933",7402,"NEWMAN UNIVERSITY                                                     ","KS","PRIVATE-NONPROFIT",2325435,1213
"12934",7403,"ENTOURAGE INSTITUTE OF BEAUTY AND ESTHETICS                           ","KS","PROPRIETARY",176027,1213
"12935",7404,"HASKELL INDIAN NATIONS UNIVERSITY                                     ","KS","PUBLIC",2482923,1213
"12936",7405,"HUTCHINSON COMMUNITY COLLEGE                                          ","KS","PUBLIC",7707293,1213
"12937",7406,"JOHNSON COUNTY COMMUNITY COLLEGE                                      ","KS","PUBLIC",15886088.89,1213
"12938",7407,"FLINT HILLS TECHNICAL COLLEGE                                         ","KS","PUBLIC",1497687,1213
"12939",7408,"GARDEN CITY COMMUNITY COLLEGE                                         ","KS","PUBLIC",3052538.55,1213
"12940",7409,"FRIENDS UNIVERSITY                                                    ","KS","PRIVATE-NONPROFIT",3476266.8,1213
"12941",7410,"ACADEMY OF AESTHETIC ARTS                                             ","KS","PROPRIETARY",83726.49,1213
"12942",7411,"OLD TOWN BARBER  COLLEGE                                              ","KS","PROPRIETARY",295934,1213
"12943",7412,"KANSAS WESLEYAN UNIVERSITY                                            ","KS","PRIVATE-NONPROFIT",1127991.34,1213
"12944",7413,"TABOR COLLEGE                                                         ","KS","PRIVATE-NONPROFIT",1313459,1213
"12945",7414,"HAYS ACADEMY OF HAIR DESIGN                                           ","KS","PROPRIETARY",401961,1213
"12946",7415,"UNIVERSITY OF SAINT MARY                                              ","KS","PRIVATE-NONPROFIT",1199437,1213
"12947",7416,"WICHITA STATE UNIVERSITY                                              ","KS","PUBLIC",17901747,1213
"12948",7417,"BARTON COUNTY COMMUNITY COLLEGE                                       ","KS","PUBLIC",3344280,1213
"12949",7418,"BETHANY COLLEGE                                                       ","KS","PRIVATE-NONPROFIT",1028729,1213
"12950",7419,"MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE                             ","KY","PUBLIC",9196253,1213
"12951",7420,"LINDSEY WILSON COLLEGE                                                ","KY","PRIVATE-NONPROFIT",5856683,1213
"12952",7421,"BARRETT & CO SCHOOL OF HAIR DESIGN                                    ","KY","PROPRIETARY",368388,1213
"12953",7422,"KENTUCKY WESLEYAN COLLEGE                                             ","KY","PRIVATE-NONPROFIT",1384193,1213
"12954",7423,"EMPLOYMENT SOLUTIONS                                                  ","KY","PRIVATE-NONPROFIT",1158126,1213
"12955",7424,"TRI-STATE INSTITUTE OF HAIR DESIGN                                    ","KY","PROPRIETARY",126812,1213
"12956",7425,"MOREHEAD STATE UNIVERSITY                                             ","KY","PUBLIC",15719414.59,1213
"12957",7426,"UNION COLLEGE                                                         ","KY","PRIVATE-NONPROFIT",2114857,1213
"12958",7427,"SIMMONS COLLEGE OF KENTUCKY                                           ","KY","PRIVATE-NONPROFIT",215974,1213
"12959",7428,"JENNY LEA ACADEMY OF COSMETOLOGY                                      ","KY","PROPRIETARY",137027,1213
"12960",7429,"PAUL MITCHELL THE SCHOOL LEXINGTON                                    ","KY","PROPRIETARY",952647,1213
"12961",7430,"GALEN HEALTH INSTITUTES                                               ","KY","PROPRIETARY",9728699,1213
"12962",7431,"CAMPBELLSVILLE UNIVERSITY                                             ","KY","PRIVATE-NONPROFIT",5232162,1213
"12963",7432,"UNIVERSITY OF PIKEVILLE                                               ","KY","PRIVATE-NONPROFIT",3479069.6,1213
"12964",7433,"ELIZABETHTOWN COMMUNITY  AND TECHNICAL COLLEGE                        ","KY","PUBLIC",14704812.83,1213
"12965",7434,"HEAD'S WEST KENTUCKY BEAUTY COLLEGE                                   ","KY","PROPRIETARY",152729,1213
"12966",7435,"EZELL'S COSMETOLOGY SCHOOL, LLC                                       ","KY","PROPRIETARY",184319.74,1213
"12967",7436,"LINDSEY INSTITUTE OF COSMETOLOGY                                      ","KY","PROPRIETARY",329598,1213
"12968",7437,"BEREA COLLEGE                                                         ","KY","PRIVATE-NONPROFIT",6131515.09,1213
"12969",7438,"OWENSBORO COMMUNITY & TECHNICAL COLLEGE                               ","KY","PUBLIC",8662719,1213
"12970",7439,"UNIVERSITY OF THE CUMBERLANDS                                         ","KY","PRIVATE-NONPROFIT",3408443,1213
"12971",7440,"NORTHERN KENTUCKY UNIVERSITY                                          ","KY","PUBLIC",17517291,1213
"12972",7441,"TRANSYLVANIA UNIVERSITY                                               ","KY","PRIVATE-NONPROFIT",1133146,1213
"12973",7442,"HOPKINSVILLE COMMUNITY COLLEGE                                        ","KY","PUBLIC",9517232,1213
"12974",7443,"MURRAY STATE UNIVERSITY                                               ","KY","PUBLIC",13396777,1213
"12975",7444,"NU TEK ACADEMY OF BEAUTY                                              ","KY","PROPRIETARY",144700,1213
"12976",7445,"EASTERN KENTUCKY UNIVERSITY                                           ","KY","PUBLIC",25626381.16,1213
"12977",7446,"PJ'S COLLEGE OF COSMETOLOGY                                           ","KY","PROPRIETARY",263202,1213
"12978",7447,"SULLIVAN UNIVERSITY                                                   ","KY","PROPRIETARY",10986179,1213
"12979",7448,"SOUTHEAST SCHOOL OF COSMETOLOGY                                       ","KY","PROPRIETARY",245333.64,1213
"12980",7449,"GATEWAY COMMUNITY AND TECHNICAL COLLEGE                               ","KY","PUBLIC",9607100,1213
"12981",7450,"WESTERN KENTUCKY UNIVERSITY                                           ","KY","PUBLIC",29619092.9,1213
"12982",7451,"BRIGHTON CENTER'S CENTER FOR EMPLOYMENT TRAINING                      ","KY","PRIVATE-NONPROFIT",351231.86,1213
"12983",7452,"LEXINGTON HEALING ARTS ACADEMY                                        ","KY","PROPRIETARY",228868,1213
"12984",7453,"KENTUCKY CHRISTIAN UNIVERSITY                                         ","KY","PRIVATE-NONPROFIT",1141529.44,1213
"12985",7454,"MR JIM'S COLLEGE OF COSMETOLOGY                                       ","KY","PROPRIETARY",120344.36,1213
"12986",7455,"BELLARMINE UNIVERSITY                                                 ","KY","PRIVATE-NONPROFIT",2419344.4,1213
"12987",7456,"SULLIVAN COLLEGE OF TECHNOLOGY AND DESIGN                             ","KY","PROPRIETARY",1360076,1213
"12988",7457,"BLUEGRASS COMMUNITY & TECHNICAL COLLEGE                               ","KY","PUBLIC",24197983,1213
"12989",7458,"UNIVERSITY OF KENTUCKY                                                ","KY","PUBLIC",21379171,1213
"12990",7459,"GEORGETOWN COLLEGE                                                    ","KY","PRIVATE-NONPROFIT",1894173.73,1213
"12991",7460,"ASBURY COLLEGE                                                        ","KY","PRIVATE-NONPROFIT",2485414,1213
"12992",7461,"REGENCY SCHOOL OF HAIR DESIGN                                         ","KY","PROPRIETARY",99759,1213
"12993",7462,"SPENCERIAN COLLEGE                                                    ","KY","PROPRIETARY",3135202,1213
"12994",7463,"CLEAR CREEK BAPTIST BIBLE COLLEGE                                     ","KY","PRIVATE-NONPROFIT",499301.79,1213
"12995",7464,"HENDERSON COMMUNITY COLLEGE                                           ","KY","PUBLIC",3121931.81,1213
"12996",7465,"ST. CATHARINE COLLEGE                                                 ","KY","PRIVATE-NONPROFIT",1560027.18,1213
"12997",7466,"BIG SANDY COMMUNITY AND TECHNICAL COLLEGE                             ","KY","PUBLIC",10524516,1213
"12998",7467,"DAYMAR COLLEGE                                                        ","KY","PROPRIETARY",597012,1213
"12999",7468,"BELLEFONTE ACADEMY OF BEAUTY                                          ","KY","PROPRIETARY",705483.18,1213
"13000",7469,"ATA COLLEGE                                                           ","KY","PROPRIETARY",3460701,1213
"13001",7470,"BECKFIELD COLLEGE                                                     ","KY","PROPRIETARY",5336859.76,1213
"13002",7471,"KENTUCKY MOUNTAIN BIBLE COLLEGE                                       ","KY","PRIVATE-NONPROFIT",209244.76,1213
"13003",7472,"BRESCIA UNIVERSITY                                                    ","KY","PRIVATE-NONPROFIT",1821105,1213
"13004",7473,"SPALDING UNIVERSITY                                                   ","KY","PRIVATE-NONPROFIT",2928947,1213
"13005",7474,"WEST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE                         ","KY","PUBLIC",11570136,1213
"13006",7475,"ASHLAND COMMUNITY AND TECHNICAL COLLEGE                               ","KY","PUBLIC",8050417.17,1213
"13007",7476,"PAUL MITCHELL THE SCHOOL - LOUISVILLE                                 ","KY","PROPRIETARY",652580,1213
"13008",7477,"APPALACHIAN BEAUTY SCHOOL                                             ","KY","PROPRIETARY",109100,1213
"13009",7478,"COLLINS SCHOOL OF COSMETOLOGY                                         ","KY","PROPRIETARY",232199,1213
"13010",7479,"UNIVERSITY OF LOUISVILLE                                              ","KY","PUBLIC",19814300,1213
"13011",7480,"CENTRE COLLEGE OF KENTUCKY                                            ","KY","PRIVATE-NONPROFIT",764270,1213
"13012",7481,"SALON PROFESSIONAL ACADEMY THE                                        ","KY","PROPRIETARY",551404,1213
"13013",7482,"PAT WILSON'S BEAUTY COLLEGE                                           ","KY","PROPRIETARY",224236,1213
"13014",7483,"HAZARD COMMUNITY AND TECHNICAL COLLEGE                                ","KY","PUBLIC",8268584.95,1213
"13015",7484,"PJ'S COLLEGE OF COSMETOLOGY                                           ","KY","PROPRIETARY",1329152,1213
"13016",7485,"SOMERSET COMMUNITY COLLEGE                                            ","KY","PUBLIC",20415316,1213
